accommodation_id,Sector,Property Reg Number,Account Name,Rating,Address City/Town,Address County,Eircode/Postal code,Latitude,Longitude,Owner(s) as it appears on Register,Total Units
1,1,HHS04204,Druids Glen Hotel & Golf Resort,5.0,Newtownmountkennedy,5.0,A63 DW08,53.09163,-6.07879,Leila Ryan,144
2,1,HHS01704,Glenview Hotel,4.0,Wicklow,4.0,A63 DC95,53.14226,-6.12708,John O'Farrell,72
3,1,HHS04343,The Western Hotel,4.0,Galway city,4.0,H91 Y3FA,53.27641,-9.04788,Eugene Keville,43
4,1,HHS04007,Hotel Isaacs,4.0,Cork,4.0,T23 F6EK,51.90159,-8.46809,Clement Gleeson,47
5,1,HHS04011,Maldron Hotel Pearse Street,4.0,Dublin 2,4.0,D02 RK37,53.34328,-6.24411,Sean McKeon,126
6,1,HHS04337,Clayton Whites Hotel,4.0,Wexford,4.0,Y35 C5PF,52.34035,-6.46405,Joe O'Brien,160
7,1,HHS03855,Killeen House Hotel,4.0,Killarney,4.0,V93 WR04,52.07555,-9.57124,Patrick Eviston,27
8,1,HHS01451,Ashford Castle Hotel,5.0,Cong,5.0,F31 CA48,53.53451,-9.28459,Lisa Toomey,83
9,1,HHS04336,Raheen Woods Hotel,4.0,Athenry,4.0,H65 E443,53.30066,-8.76173,Lester McNamara,50
10,1,HHS04236,Maldron Hotel Wexford,4.0,Wexford,4.0,Y35 E8KT,52.33748,-6.51422,Sean  McKeon,108
11,1,HHS03676,Ardagh Hotel & Restaurant,4.0,Clifden,4.0,H71 X590,53.46882,10.01749,Stephane Bauvet,17
12,1,HHS04282,Great National Ballykisteen Golf Hotel,4.0,Tipperary,4.0,E34 VK12,52.50213,-8.21678,Cyril  McMahon,40
13,1,HHS03233,Gregans Castle Hotel,4.0,Ballyvaughan,4.0,H91 CF60,53.07678,-9.18426,Simon Haden,21
14,1,HHS03492,Hylands Burren Hotel,4.0,Ballyvaughan,4.0,H91 EY00,53.11534,-9.1492,David Quinn,32
15,1,HHS03987,Casey's of Baltimore Hotel,4.0,Baltimore,4.0,P81 YW66,51.48467,-9.36251,Dominic Casey,14
16,1,HHS03357,Westlodge Hotel,4.0,Bantry,4.0,P75 N978,51.67254,-9.47483,Annette O'Donovan,77
17,1,HHS04408,The Twelve,4.0,Barna,4.0,H91 Y3KA,53.25145,-9.15256,Fergus O'Halloran,47
18,1,HHS03179,The Dunloe Hotel & Gardens,5.0,Beaufort,5.0,V93 E029,52.06128,-9.6283,Jason Clifford,102
19,1,HHS34464,Glashaus Hotel,4.0,Dublin 24,4.0,D24 AT84,53.28785,-6.37402,John Dempsey,48
20,1,HHS04409,Fitzwilton Hotel,4.0,Waterford,4.0,X91 RC9A,52.26338,-7.11968,Geoff Dawson,90
21,1,HHS03425,"Castlecourt Hotel Spa, Leisure and Conference",4.0,Westport,4.0,F28 NX84,53.80116,-9.51899,Joe  Corcoran,161
22,1,HHS04364,"Westport Plaza Hotel Spa, Leisure and Conference",4.0,Westport,4.0,F28 D297,53.80105,-9.51942,Michael  McLoughlin,87
23,1,HHS03191,Newpark Hotel,4.0,Kilkenny,4.0,R95 KP63,52.66435,-7.25055,Niall Dunne,131
24,1,HHS04311,Hilton Dublin,4.0,Dublin 2,4.0,D02 A893,53.33118,-6.25933,Paul Higgins,193
25,1,HHS03977,"Citywest Hotel, Leisure & Events",4.0,Saggart,4.0,D24 PKF1,53.28595,-6.45005,Linda Lockhart,761
26,1,HHS03991,Shamrock Lodge Hotel,4.0,Athlone,4.0,N37 CK73,53.42143,-7.95076,Alan McCaul,52
27,1,HHS34430,White Sands Hotel,4.0,Dublin 13,4.0,D13 W7X2,53.4352,-6.1243,Mary Murphy,58
28,1,HHS04179,"The College Green Hotel Dublin, Autograph Collection",5.0,Dublin 2,5.0,D02 HR67,53.34564,-6.25888,Joanne Dillon,191
29,1,HHS01322,Arbutus Hotel,4.0,Killarney,4.0,V93 AYP9,52.05955,-9.5061,Sean Buckley,29
30,1,HHS03260,Hotel Killarney,4.0,Killarney,4.0,V93 FX00,52.06029,-9.48468,Misja Herfurt,190
31,1,HHS01966,Twin Trees Hotel & Leisure Club,4.0,Ballina,4.0,F26 A3N7,54.11746,-9.13565,Rachael Moylett-Smith,52
32,1,HHS03119,The Anner Hotel,4.0,Thurles,4.0,E41 X789,52.67878,-7.79622,Noel Mulhaire,93
33,1,HHS02840,Falls Hotel,4.0,Ennistymon,4.0,V95 D2PC,52.94075,-9.29825,Michael McCarthy,135
34,1,HHS04298,Innisfallen Hotel,4.0,Killarney,4.0,V93 CR90,52.07062,-9.57417,Misja Herfurt,73
35,1,HHS40145,Fota Island Hotel and Spa,5.0,Carrigtwohill,5.0,T45 HX62,51.9003,8.2918,John O'Flynn,131
36,1,HHS03117,"Abbey Hotel, Conference and Leisure",4.0,Roscommon,4.0,F42 F992,53.62451,-8.19375,Enya Conroy,50
37,1,HHS01937,Garryvoe Hotel,4.0,Ladysbridge,4.0,P25 DR94,51.85922,-8.00438,Aidan Cotter,84
38,1,HHS04188,Glasson Lakehouse,4.0,Athlone,4.0,N37 HX45,53.47567,-7.90072,Conor O'Leary,69
39,1,HHS04424,Sneem Hotel,4.0,Sneem,4.0,V93 XV44,51.83377,-9.89926,Louis Moriarty,69
40,1,HHS03364,Kenmare Bay Hotel & Resort,4.0,Kenmare,4.0,V93 HY28,51.88302,-9.59135,Elma Callanan,126
41,1,HHS04291,Manor West Hotel Spa & Leisure Club,4.0,Tralee,4.0,V92 YC59,52.26405,-9.67638,COLIN BOYLE,77
42,1,HHS04229,Clybaun Hotel,4.0,Galway,4.0,H91 F62V,53.26948,-9.10814,Pawel Bartoszynski,92
43,1,HHS03023,Castlerosse Park Resort,4.0,Killarney,4.0,V93 VN5P,52.06621,-9.54,Mark Bowe,120
44,1,HHS02973,Ballygarry Estate Hotel and Spa,4.0,Tralee,4.0,V92 W279,52.26106,-9.66016,Padraig Fitzgerald,64
45,1,HHS04471,Delphi Resort,4.0,Leenane,4.0,H91 DP08,53.63153,-9.74711,Timothy Bohan,51
46,2,GAS07592,Teach De Broc,4.0,Ballybunion,4.0,V31 C971,52.49398,-9.6732,Dermot Brock,14
47,1,HHS03533,Hydro Hotel,4.0,Lisdoonvarna,4.0,V95 RY61,53.02666,-9.29042,Marcus White,110
48,1,HHS02305,Imperial Hotel,4.0,Lisdoonvarna,4.0,V95 HF5X,53.02834,-9.28972,Megan  White,100
49,1,HHS03751,Whites Burren Castle Hotel,4.0,Lisdoonvarna,4.0,V95 C838,53.01876,-9.31574,megan white,81
50,1,HHS04163,The Galmont Hotel & Spa,4.0,Galway,4.0,H91 CYN3,9.0438,53.2742,Paul Higgins,275
51,1,HHS04470,Lough Eske Castle,5.0,Donegal Town,5.0,F94 HX59,54.68836,-8.06602,Donal Cox,124
52,1,HHS02510,Arnold's Hotel,4.0,Dunfanaghy,4.0,F92 N6TF,55.18343,-7.9698,Susan Alcorn,30
53,1,HHS01230,Holyrood Hotel,4.0,Bundoran,4.0,F94 N6W9,54.47795,-8.27984,Audrey Mc Eniff,91
54,1,HHS04077,Nesbitt Arms Boutique Hotel,4.0,Ardara,4.0,F94 X0RN,54.76205,-8.4137,Claire O'Reilly Clancy,49
55,1,HHS03629,Granville Hotel,4.0,Waterford,4.0,X91 XH5R,52.26207,-7.11233,Michael Skehan,98
56,1,HHS04113,Clayton Hotel Ballsbridge,4.0,Dublin 4,4.0,D04 P3C3,53.32568,-6.22512,Alan Deller,334
57,1,HHS04385,Maldron Hotel Portlaoise,4.0,Portlaoise,4.0,R32 HKN3,53.01432,-7.30137,Alice Harrington,90
58,1,HHS04331,Mount Juliet Estate,5.0,Thomastown,5.0,R95 HY05,52.52836,-7.18741,Damien Gaffney,125
59,1,HHS04133,Riverside Hotel Killarney,4.0,Killarney,4.0,V93 V260,52.04916,-9.50732,Elma Callanan,69
60,1,HHS03957,Maldron Hotel Newlands Cross,4.0,Dublin 22,4.0,D22 V6Y6,53.3136,-6.39259,Linda Folan- Deller,297
61,1,HHS04383,Holiday Inn Express Dublin Airport,4.0,Dublin 9,4.0,D09 RY17,53.40433,-6.24409,Magda Dabrowska,214
62,3,HOS09944,The Abbey Court Hostel,4.0,Dublin 1,4.0,D01 AX90,53.34753,-6.26038,Michael Irwin,381
63,1,HHS03280,Brandon House Hotel and Solas Croi Spa,4.0,New Ross,4.0,Y34 KR62,52.38692,-6.94413,Pat Quinn,78
64,1,HHS03750,Castle Oaks House Hotel,4.0,Castleconnell,4.0,V94 EH94,52.70948,-8.50818,Theresa O'Keeffe,62
65,3,HOS09907,Jacobs Inn,4.0,Dublin 1,4.0,D01 W5P8,53.3507,-6.25177,Kris Kumar Chawla,412
66,1,HHS32370,Moyvalley Hotel,4.0,Moyvalley,4.0,W91 Y803,53.41902,-6.92307,Simon Mooney,54
67,3,HOS010056,Mulgrave Lodge,4.0,Dun Laoghaire,4.0,A96 FN24,53.29017,-6.13699,Mina Jiang,22
68,1,HHS04401,Aspect Hotel Dublin Parkwest,4.0,Dublin 12,4.0,D12 F2V4,53.33303,-6.37494,Andrea Wallace,146
69,1,HHS02135,Parknasilla Hotel,4.0,Sneem,4.0,V93 EK71,51.81568,-9.8748,Tony Daly,89
70,1,HHS03085,Blue Haven Hotel,4.0,Kinsale,4.0,P17 NA72,51.70642,-8.52293,Mary Kirby O Donovan,16
71,1,HHS04499,No 1 Pery Square Hotel & Spa,4.0,Limerick,4.0,V94 EKP9,52.65815,-8.63,Patricia Roberts,21
72,1,HHS02406,Actons Hotel,4.0,Kinsale,4.0,P17 PX80,51.70328,-8.52097,D Good,72
73,1,HHS04277,Castleknock Hotel  ,4.0,Dublin 15,4.0,D15 WNR7,53.36597,-6.38979,Syed Rizvi,190
74,1,HHS02302,Renvyle House Hotel,4.0,Renvyle,4.0,H91 X8Y8,53.609,-10.00168,Zoe Fitzgerald,67
75,1,HHS03131,Rochestown Lodge Hotel and Leisure Club,4.0,Dun Laoghaire,4.0,A96 ETY8,53.26957,-6.14167,Ken Fetherston,90
76,1,HHS03985,"Celtic Ross Hotel, Conference, Leisure Centre & Holistic Suite",4.0,Rosscarbery,4.0,P85 WF86,51.57588,-9.02894,Ger Carroll,66
77,1,HHS01316,"Yeats Country Hotel, Spa and Leisure Club",4.0,Rosses Point,4.0,F91 WP6N,54.30584,-8.56539,Fiona McEniff,98
78,1,HHS01610,West Cork Hotel,4.0,Skibbereen,4.0,P81 FH63,51.55083,-9.27071,Barry Looney,49
79,1,HHS03980,Armada Hotel,4.0,Miltown Malbay,4.0,V95 R883,52.84522,-9.43689,John Burke,62
80,1,HHS04389,The Glasshouse,4.0,Sligo,4.0,F91 NCA4,54.2725,-8.47473,Vanessa O'Donovan,116
81,1,HHS04420,Park Hotel Kiltimagh,4.0,Kiltimagh,4.0,F12 NY17,53.85749,-8.99342,Claire Brogan,49
82,1,HHS04023,Galway Bay Hotel Conference and Leisure Centre,4.0,Galway,4.0,H91 W295,53.25871,-9.08498,Dan Murphy,153
83,1,HHS04419,Maritime Hotel,4.0,Bantry,4.0,P75 XW35,51.68004,-9.45712,Jerry Enwright,110
84,1,HHS04459,The Ice House Hotel,4.0,Ballina,4.0,F26 Y9E8,54.12737,-9.14018,Pearse Farrell,32
85,1,HHS04476,Glengarriff Park Hotel & Spa,4.0,Glengarriff,4.0,P75 YC84,51.75036,-9.54966,Colm MacCarthy,23
86,1,HHS01148,Bush Hotel,4.0,Carrick-On-Shannon,4.0,N41 H5P1,53.94617,-8.09396,Patrick Kaczynski,62
87,1,HHS03382,Earl of Desmond Hotel,4.0,Tralee,4.0,V92 FC79,52.2555,-9.63574,Marcus White,140
88,2,GAS07766,Harrington Hall,4.0,Dublin 2,4.0,D02 HP46,53.33497,-6.263,Danielle McGill,29
89,1,HHS02399,Ballynahinch Castle Hotel,4.0,Recess,4.0,H91 F4A7,53.4601,-9.86238,Aileen King,48
90,1,HHS02574,Seaview House Hotel,4.0,Ballylickey,4.0,P75 N283,51.7222,-9.43647,Ronan O'Sullivan,25
91,1,HHS03733,Ballyseede Castle Hotel,4.0,Tralee,4.0,V92 VW30,52.25624,-9.64679,Marnie Corscadden,40
92,4,HHL10828,Delphi Lodge,4.0,Leenane,4.0,H91 R5Y6,53.63285,-9.74733,Philip Counihan,13
93,1,HHS35406,"Trump International Golf Links & Hotel, Ireland",5.0,Kilrush,5.0,V15 KH39,52.74675,-9.50401,Joe Russell,155
94,1,HHS04388,Mount Falcon Estate,4.0,Ballina,4.0,F26 H744,54.05455,-9.15726,Alan Maloney,32
95,5,SCS09226,Inchydoney Island Apartments,4.0,Clonakilty,4.0,P85 X258,51.59737,-8.86229,Ruth McCarthy,11
96,1,HHS03786,Dingle Benners Hotel,4.0,Dingle,4.0,V92 FTK2,52.1414,-10.26825,Dingle Benners Reception,52
97,1,HHS02834,Cahernane House Hotel,4.0,Killarney,4.0,V93 E78W,52.04322,-9.50998,Stephen Loftus,48
98,1,HHS02975,Sandhouse Hotel,4.0,Rossnowlagh,4.0,F94 X56F,54.55386,-8.21012,Paul Diver,50
99,4,HHL10331,Glenlohane,4.0,Kanturk,4.0,P51 CK31,52.18488,-8.80277,Gordon Sharp Bolster,3
100,6,CCS00287,Lough Rynn Caravan and Camping Park,4.0,Mohill,4.0,N41 KH22,53.89921,-7.86222,Mary McCarrick,20
101,6,CCS00293,Tree Grove Caravan and Camping Park,4.0,Kilkenny,4.0,R95 K642,52.63786,-7.22941,Dan Stallard,46
102,6,CCS00298,Hidden Valley Holiday Park,4.0,Rathdrum,4.0,A67 XY56,52.93908,-6.22772,Molly Williams,153
103,6,CCS00300,Hideaway Camping and Caravan Park,4.0,Skibbereen,4.0,P81 EV78,51.5417,-9.26033,Stephen Keohane,60
104,6,CCS00301,Clonvilla,4.0,Youghal,4.0,P36 ND83,51.91066,-7.92432,Noreen Cashman,30
105,6,CCS00305,Bayview Caravan and Camping Park,4.0,Dungarvan,4.0,X35 EA40,52.15889,-6.99952,Mark Knowles,134
106,6,CCS00306,Lakeside Caravan and Camping Park,4.0,Ballyshannon,4.0,F94 T9RY,54.49734,-8.17227,Mungo Sloan,88
107,6,CCS00102,Rosses Point Caravan Park (Greenlands),4.0,Rosses Point,4.0,F91 TC64,54.18424,-8.34161,Gerry Fox,160
108,6,CCS00103,Strandhill Caravan and Camping Park,4.0,Strandhill,4.0,F91 W540,54.16299,-8.36153,Gerry Fox,190
109,6,CCS00112,Morriscastle Strand Family Caravan Park,4.0,Kilmuckridge,4.0,Y25 E9P5,52.51789,-6.23953,Niamh Darcy,308
110,6,CCS00116,Flemings White Bridge Caravan and Camping,4.0,Killarney,4.0,V93 HW56,52.05711,-9.4759,Moira Fleming,93
111,6,CCS00120,Fossa Caravan and Camping Park,4.0,Killarney,4.0,V93 V208,52.07082,-9.58561,Derry Brosnan,126
112,6,CCS00123,Glengarriff Caravan and Camping Park,4.0,Glengarriff,4.0,P75 KD57,51.73583,-9.56417,Nicholas Dowling,90
113,6,CCS00138,Lough Key Caravan and Camping Park,4.0,Boyle,4.0,F52 HE06,53.98084,-8.23611,Dermot Beggan,76
114,6,CCS00146,Streamstown Caravan and Camping Park,4.0,Roscrea,4.0,E53 YX67,52.95665,-7.83974,Keith & Marina Stanley,60
115,6,CCS00153,Roundwood Caravan and Camping Park,4.0,Bray,4.0,A98 W3R8,53.0691,-6.22232,Molly & Lloyd Williams,71
116,6,CCS00156,Anchor Caravan Park,4.0,Castlegregory,4.0,V92 YD42,52.24354,-9.9855,Chris Searle,30
117,6,CCS00158,Tramore Beach Caravan and Camping Park,4.0,Portnoo,4.0,F94 RW66,54.80953,-8.49676,Aidan Campbell,25
118,6,CCS00163,Ocean Island Caravan and Camping Park,4.0,New Ross,4.0,Y34 VP79,52.19997,-6.84454,Bernard Whelan,82
119,6,CCS34141,Knockalla Caravan & Camping Park,4.0,Portsalon,4.0,F92 Y338,55.18371,-7.61129,Colm Doherty,28
120,6,CCS00168,Newtown Cove Caravan and Camping Park,4.0,Tramore,4.0,X91 E099,52.14762,-7.17252,Sarah Good,100
121,6,CCS00170,O'Sheas Caravan and Camping Park,4.0,Glengarriff,4.0,P75 PY56,51.75091,-9.54367,Donal O'Shea,25
122,6,CCS00174,Gyles Quay Caravan and Camping Park,4.0,Riverstown,4.0,A91 RH2C,53.98826,-6.24293,Claire Ferguson,174
123,6,CCS00178,Casey's Caravan and Camping Park,4.0,Dungarvan,4.0,X35 EP20,52.09517,-7.54739,Daniel Casey,284
124,6,CCS00180,Desert House Caravan and Camping Park,4.0,Clonakilty,4.0,P85 XE29,51.62238,-8.87516,David Jennings,72
125,6,CCS00181,River Valley Caravan Park,4.0,Redcross,4.0,A67 W966,52.88893,-6.14482,Lorna Williams,180
126,6,CCS00183,Green Acres Caravan and Camping Park,4.0,Kilkee,4.0,V15 YV59,52.62069,-9.64348,Niall McGrath,41
127,6,CCS00190,Wave Crest Caravan and Camping Park,4.0,Caherdaniel,4.0,V93 V2YP,51.75883,-10.09112,John O Shea,120
128,6,CCS00195,Powers the Pot Caravan and Camping Park,4.0,Clonmel,4.0,E91 F782,52.32725,-7.62271,Niall Carroll,20
129,6,CCS00198,Creveen Lodge Caravan and Camping Park,4.0,Lauragh,4.0,V93 YHY9,51.75509,-9.76014,Mary Moriarty,20
130,6,CCS00200,Westport House Caravan & Camping Park,4.0,Westport,4.0,F28 TY45,53.80061,-9.53562,Owen Hughes,160
131,6,CCS00201,Carrowkeel Camping and Caravan Park,4.0,Castlebar,4.0,F23 NX74,53.90906,-9.1846,Alex Peters,58
132,6,CCS00205,The Apple Camping and Caravan Park,4.0,Cahir,4.0,E21 YX33,52.37871,-7.84271,Cornelius Traas,32
133,6,CCS00219,Renvyle Beach Caravan and Camping Park,4.0,Renvyle,4.0,H91 EP38,53.60278,-9.98486,Pauline Mortimer,36
134,6,CCS00224,Mannix Point Camping and Caravan Park,4.0,Caherciveen,4.0,V23 PA07,51.94194,-10.24526,Terence Sharpe,73
135,6,CCS00225,Fitzmaurice's Caravan & Camping Park,4.0,Tramore,4.0,X91 X2WH,52.16445,-7.13887,Alec Fitzmaurice,110
136,6,CCS00230,Campail Teach an Aragail,4.0,Ballydavid,4.0,V92 HX95,52.17304,-10.35557,Éanna Ó Conchúir,84
137,6,CCS00234,Nagles Doolin Camping and Caravan Park,4.0,Doolin,4.0,V95 HX25,53.01632,-9.38473,Kenneth Nagle,99
138,6,CCS00236,Meadow Camping Park,4.0,Glandore,4.0,P81 WR68,51.56717,-9.09696,Stephen and Helen Keohane,20
139,6,CCS00245,Sextons Caravan and Camping Park,4.0,Timoleague,4.0,P72 WY61,51.63442,-8.80237,Elaine Sexton,30
140,6,CCS00246,Garrettstown House Holiday Park,4.0,Kinsale,4.0,P17 NP66,51.65339,-8.59556,Denis Finbarr Mawe,320
141,6,CCS00247,North Beach Caravan Park,4.0,Rush,4.0,K56 HN63,53.52581,-6.08662,Stephen McNally,64
142,6,CCS00250,Nore Valley Park,4.0,Stoneyford,4.0,R95 RXR4,52.56337,-7.19521,Isobel Harper,106
143,6,CCS00252,Jasmine Villa,4.0,Carrigtwohill,4.0,T45 XW88,51.91146,-8.23967,Jo McGrath,20
144,6,CCS00254,Galey Bay Caravan and Camping Park,4.0,Roscommon,4.0,F42 RP20,53.57714,-8.06691,Patrick Naughton,27
145,6,CCS00255,Glen Ross Caravan and Camping Park,4.0,Glenbeigh,4.0,V93 HF64,52.05862,-9.93183,Kathy Fleming,40
146,6,CCS00258,Keel Sandybanks Caravan and Camping Park,4.0,Achill Island,4.0,F28 EA47,53.97491,-10.07704,David O'Malley,160
147,6,CCS00262,Páirc Saoire an Spidéal,4.0,Spiddal,4.0,H91 A271,53.25508,-9.30655,Neasa Ni Chuanaigh,50
148,6,CCS00265,Lakeside Holiday Park,4.0,Mountshannon,4.0,V94 V638,52.92755,-8.42073,Thomas Bottcher,45
149,6,CCS00266,Blarney Caravan and Camping Park,4.0,Blarney,4.0,T23 R85R,51.94742,-8.5461,Con Quill,40
150,6,CCS00271,"Belleek Park, Caravan and Camping",4.0,Ballina,4.0,F26 CP57,54.13428,-9.15854,Gerry & Michelle Trayno,58
151,6,CCS00274,Killarney Flesk Caravan Park,4.0,Killarney,4.0,V93 D6PN,52.04389,-9.50034,John Courtney,72
152,6,CCS00275,Parsons Green,4.0,Clogheen,4.0,E21 A377,52.2806,-7.9894,Kathleen Noonan,89
153,6,CCS00276,Lough Ramor Caravan and Camping Park,4.0,Virginia,4.0,A82 Y058,53.7957,-7.04943,Francis Conway,40
154,6,CCS00279,Moat Farm Caravan and Camping Park,4.0,Donard,4.0,W91 T2P3,53.02107,-6.61499,Nuala Allen,40
155,6,CCS00281,Rosguill Caravan and Camping Park,4.0,Downings,4.0,F92 W965,55.2428,-7.7909,Peadar Boyce,59
156,6,CCS00285,Corofin Village Camping and Caravan,4.0,Corofin,4.0,V95 ET35,52.94549,-9.06522,Jude Neylon,40
157,6,CCS00310,Glenbeg Caravan Park,4.0,Caherdaniel,4.0,V93 Y306,51.75895,-10.0815,Noel O'Shea,85
158,6,CCS00313,Woodlands Park,4.0,Tralee,4.0,V92 RW89,52.26139,-9.70376,Jane Murphy,132
159,6,CCS00314,Lough Lannagh Caravan Park,4.0,Castlebar,4.0,F23 VW73,53.84917,-9.32456,Paul Lennon,20
160,6,CCS00317,Sir Rogers Caravan and Camping Park,4.0,Ardfert,4.0,V92 WV83,52.33964,-9.82615,Ben & Margaret Breen,34
161,6,CCS00319,Adare Camping & Caravan Site,4.0,Adare,4.0,V94 E2C4,52.53813,-8.79351,Hugh Doherty,28
162,6,CCS00324,The Trading Post Camper Park,4.0,The Ballagh,4.0,Y21 A093,52.45375,-6.40127,Patrick Power,21
163,6,CCS00326,O'Briens Cashel Lodge,4.0,Cashel,4.0,E25 PY79,52.52005,-7.8956,Tom O Brien,24
164,6,CCS00327,Clifden Campsite and Caravan Park,4.0,Clifden,4.0,H71 NW52,53.50185,-10.01815,France Nee,42
165,6,CCS00331,Beirnes of Battlebridge,4.0,Leitrim Village,4.0,N41 XV90,53.99651,-8.08038,Joe Beirne,43
166,7,WSL35489,Currarevagh House,3.0,Oughterard,3.0,H91 X3C2,53.46444,-9.35072,Henry Hodgson,8
167,2,GAS05549,O'Connors Guesthouse,4.0,Tralee,4.0,V92 PV48,52.23336,-10.18317,Michael O'Dowd,9
168,7,WSL40328,Kilmurvey House,3.0,Aran Islands,3.0,H91 CF5X,53.13068,-9.75827,Tessa  Seoighe,12
169,2,GAS06479,Kilronan Guesthouse,4.0,Dublin 2,4.0,D02 H316,53.33297,-6.25962,Romi Gutu,15
170,2,GAS06495,Coolcower House,4.0,Macroom,4.0,P12 E135,51.88749,-8.94253,Bernie O'Callaghan,12
171,2,GAS06668,The Bianconi Inn,4.0,Killorglin,4.0,V93 XN83,52.10606,-9.78485,Hazel Boyle,14
172,2,GAS06776,Foleys Town House,4.0,Killarney,4.0,V93 X721,52.06082,-9.50991,Carol Hartnett,28
173,2,GAS06838,Alpine House,4.0,Dingle,4.0,V92 D920,52.13754,-10.26905,Paul O'Shea,11
174,2,GAS07045,Atlantic,4.0,Donegal,4.0,F94 RKF3,54.65376,-8.10793,Gregory Browne,14
175,2,GAS07086,Richmond House,4.0,Cappoquin,4.0,P51 FW72,52.13926,-7.8467,Paul Deevy,9
176,2,GAS07111,Piker's Lodge,4.0,Loch Gowna,4.0,H12 N2R6,53.87287,-7.53401,Christina Brady,11
177,2,GAS07123,Ach na Sheen,4.0,Tipperary,4.0,E34 Y880,52.47301,-8.15484,Sylvia Noonan,7
178,2,GAS07167,Harveys Guesthouse,4.0,Dublin 1,4.0,D01 XA06,53.35735,-6.25995,Nicholas Flood,32
179,2,GAS07323,Faythe Guesthouse,4.0,Wexford,4.0,Y35 PD70,52.33304,-6.45742,Damian Lynch,10
180,2,GAS07350,19th Green,4.0,Killarney,4.0,V93 Y894,52.06886,-9.56158,John & Freda Sheehan,13
181,7,WSL40107,Smugglers Inn,3.0,Waterville,3.0,V23 CY99,51.83709,-10.1949,Henry Hunt,15
182,2,GAS07355,Bayview Guesthouse,4.0,Miltown Malbay,4.0,V95 CF50,52.8523,-9.43933,Diane Lahiff,8
183,2,GAS07373,Ashleigh House,4.0,Monaghan,4.0,H18 NY72,54.24755,-6.96625,trudy boyd,10
184,2,GAS07399,Glendine Inn,4.0,Kilkenny,4.0,R95 VY92,52.66712,-7.2529,Pius Phelan,10
185,2,GAS07404,Woodhill House,4.0,Ardara,4.0,F94 E102,54.75841,-8.4052,John Yates,13
186,2,GAS34209,Fitzwilliam Townhouse,4.0,Dublin 2,4.0,D02 PW71,53.33654,-6.24911,Padraig O'Feinneadha,13
187,2,GAS07423,The Anglers Rest,4.0,Ballyconnell,4.0,H14 CY24,54.11647,-7.584,Francis McGoldrick,8
188,2,GAS07425,Butler House,4.0,Kilkenny,4.0,R95 YY43,52.64884,-7.25093,Lorraine Kerwick,17
189,7,WSL40975,Lemon Leaf Townhouse,3.0,Kinsale,3.0,P17 PN28,51.70553,-8.52393,Ray Reidy,10
190,2,GAS07440,Foleys Guesthouse,4.0,Kenmare,4.0,V93 R682,51.87939,-9.58339,Patrick Foley,10
191,2,GAS07464,Aisleigh,4.0,Carrick-On-Shannon,4.0,N41 TK64,53.9464,-8.07996,Sean Fearon,10
192,2,GAS07465,The Old Bank Townhouse,4.0,Kinsale,4.0,P17 K722,51.706,-8.52197,Ciaran Fitzgerald,17
193,13,BBL40314,Glebe House,4.0,Mohill,4.0,N41 DH05,53.94754,-7.86826,Marion Maloney,4
194,2,GAS07488,Cawleys Guesthouse,4.0,Tubbercurry,4.0,F91 WY10,54.05391,-8.72802,Teresa Cawley-Krebs,14
195,2,GAS07496,MacNean House,4.0,Blacklion,4.0,F91 YK0F,54.29122,-7.87631,Neven Maguire,20
196,2,GAS07506,Ahernes,4.0,Youghal,4.0,P36 Y003,51.95706,-7.8518,David Fitzgibbon,13
197,2,GAS07530,Tigh Chualain,4.0,Inverin,4.0,H91 P654,53.24472,-9.35218,Aisling Folan,9
198,2,GAS07535,Gleann Fia Country House,4.0,Killarney,4.0,V93 XY01,52.07512,-9.50647,Conor O'Connell,15
199,7,WSL36131,Tigh Fitz,3.0,Aran Islands,3.0,H91 N6Y4,53.1056,-9.66417,Penny Fitzpatrick,6
200,2,GAS07559,Clon Ross,4.0,Cork,4.0,T23 PC90,51.90242,-8.45795,Eileen Murray,4
201,7,WSL40432,Riversdale Farm B&B,3.0,Ballinamore,3.0,N41 AY20,54.0295,-7.79493,Patricia Thomas,6
202,7,WSL40383,Inveraray Farm,3.0,Killarney,3.0,V93 A066,52.06453,-9.63447,Fergal Spillane,9
203,2,GAS07591,The Olde Post Inn,4.0,Cloverhill,4.0,H14 W577,54.07491,-7.37264,Tara/Gearoid McCann/Lynch,6
204,1,HHS40567,Moorings,4.0,Portmagee,4.0,V23 RX05,51.88569,-10.36594,Patricia Kennedy,17
205,2,GAS07617,Mountain View,4.0,Oughterard,4.0,H91 K6CT,53.41279,-9.28031,Richard O'Connor,8
206,2,GAS07622,Gleesons Townhouse and Restaurant,4.0,Roscommon,4.0,F42 WA22,53.63093,-8.19146,Cáit Gleeson,19
207,2,GAS07631,The Gables,4.0,Newbridge,4.0,W12 C864,53.17511,-6.79326,Ellen Finn,24
208,2,GAS07640,Waterside House,4.0,Graiguenamanagh,4.0,R95 XH3K,52.54038,-6.95376,Brian Roberts,10
209,2,GAS07645,Corrib Wave House,4.0,Oughterard,4.0,H91 HY61,53.43222,-9.28875,Michael and Maria Healy,9
210,2,GAS07668,Killarney Lodge,4.0,Killarney,4.0,V93 CX88,52.05662,-9.50588,Shane & Nancy Treacy,16
