Name,Rating,Latitude,Longitude,Address,Tags
Rodanstown Motte Heritage Site,4.7,53.4179215,-6.6445287,"Rodanstown, Kilcock, Co. Meath, Ireland","point_of_interest, establishment"
Irish Family History Centre,4.6,53.3486898,-6.2482004,"Irish Family History Centre, The Chq Building, Custom House Quay, North Wall, Dublin 1, Ireland","tourist_attraction, point_of_interest, establishment"
Dwyer–McAllister Cottage,4.4,52.9620591,-6.564536400000001,"Derrynamuck, Co. Wicklow, Ireland","tourist_attraction, museum, point_of_interest, establishment"
Wicklow Historic Gaol,4.5,52.9789628,-6.037421,"Kilmantin Hill, Corporation Lands, Wicklow, A67 FA49, Ireland","tourist_attraction, museum, point_of_interest, establishment"
Dublin Castle,4.3,53.34288609999999,-6.2674284,"Dame St, Dublin 2, Ireland","tourist_attraction, point_of_interest, establishment"
Dublin Zoo,4.6,53.3572232,-6.3071091,"Phoenix park, Saint James, Dublin, D08 AC98, Ireland","zoo, tourist_attraction, point_of_interest, establishment"
Kilmainham Gaol,4.7,53.34187009999999,-6.309804799999999,"Inchicore Rd, Kilmainham, Dublin 8, D08 RK28, Ireland","museum, tourist_attraction, point_of_interest, establishment"
EPIC The Irish Emigration Museum,4.6,53.3482413,-6.248079799999999,"The Chq Building, Custom House Quay, North Wall, Dublin 1, Ireland","museum, tourist_attraction, travel_agency, point_of_interest, establishment"
Irish Museum of Modern Art,4.3,53.3428506,-6.3006752,"Royal Hospital Kilmainham, Military Rd, Kilmainham, Dublin 8, D08 FW31, Ireland","tourist_attraction, museum, point_of_interest, establishment"
The Little Museum of Dublin,4.6,53.3370632,-6.2516361,"33 Pembroke Street Lower, Dublin 2, D02 FK06, Ireland","museum, point_of_interest, establishment"
The Spire,4.3,53.3498059,-6.2602557,"O'Connell Street Upper, North City, Dublin, Ireland","tourist_attraction, point_of_interest, establishment"
Dublinia,4.5,53.34312689999999,-6.2719444,"St Michaels Hill Christ Church, Dublin 8, Ireland","tourist_attraction, museum, point_of_interest, establishment"
Experience Glasnevin - Ireland's National Cemetery,4.8,53.37003,-6.2770874,"Finglas Rd, Glasnevin, Dublin, D11 H2TH, Ireland","tourist_attraction, travel_agency, point_of_interest, establishment"
Guinness Storehouse,4.4,53.3418088,-6.2867155,"St. James's Gate, Dublin 8, D08 VF8H, Ireland","tourist_attraction, food, point_of_interest, establishment"
Irish Whiskey Museum,4.6,53.344198,-6.259525,"119 Grafton Street, Dublin, D02 E620, Ireland","museum, tourist_attraction, point_of_interest, establishment"
The Irish Rock 'n' Roll Museum Experience,4.6,53.344926,-6.2644318,"Curved St, Temple Bar, Dublin, D02 RD26, Ireland","tourist_attraction, point_of_interest, establishment"
St Patrick's Cathedral,4.5,53.3393403,-6.2714767,"St Patrick's Close, Dublin, D08 H6X3, Ireland","tourist_attraction, church, place_of_worship, point_of_interest, establishment"
Viking Splash Tours,4.5,53.33910179999999,-6.2576678,"St Stephen's Green, North, Dublin 2, Ireland","tourist_attraction, point_of_interest, establishment"
Dubh Linn Garden,4.6,53.3423616,-6.266632,"Dublin Castle, Dame St, Dublin, Ireland","park, tourist_attraction, point_of_interest, establishment"
National Museum of Ireland - Archaeology,4.6,53.3402225,-6.2549209,"35A Kildare St, Dublin 2, D02 YK38, Ireland","tourist_attraction, museum, point_of_interest, establishment"
GPO Museum,4.6,53.34952819999999,-6.2606027,"O'Connell Street Lower, North City, Dublin 1, D01 F5P2, Ireland","tourist_attraction, museum, point_of_interest, store, establishment"
Christ Church Cathedral,4.5,53.34351299999999,-6.2710602,"Christchurch Pl, Wood Quay, Dublin, D08 TF98, Ireland","tourist_attraction, church, place_of_worship, point_of_interest, establishment"
National Leprechaun Museum of Ireland,4.2,53.3473561,-6.268666,"2-3, Mary's Abbey, North City, Dublin, D07 X6R6, Ireland","museum, tourist_attraction, point_of_interest, establishment"
Phoenix Park,4.7,53.3558823,-6.3298133,"Dublin 8, Ireland","park, tourist_attraction, point_of_interest, establishment"
Dublin City,4.8,53.34981939999999,-6.260239599999999,"North City, Dublin, Ireland","tourist_attraction, point_of_interest, establishment"
Skyview Tower,4.3,53.34848,-6.277818799999999,"Chimney Viewing Tower, Arran Quay, Smithfield, Dublin, Ireland","tourist_attraction, point_of_interest, establishment"
Kellogg's Skyline Croke Park,4.7,53.36054900000001,-6.250365700000001,"GAA Museum and Stadium Tour, Croke Park, St Joseph's Ave, Drumcondra, Dublin 3, Ireland","tourist_attraction, point_of_interest, establishment"
Molly Malone Statue,4.4,53.3437409,-6.260972499999999,"Suffolk St, Dublin 2, D02 KX03, Ireland","tourist_attraction, point_of_interest, establishment"
The Book of Kells Experience,4.4,53.3439056,-6.2567428,"Trinity Long Room, The University of Dublin Trinity College, College Green, South-East Inner City, Dublin, Ireland","tourist_attraction, point_of_interest, establishment"
Walking Food Tours - (Dublin),5,53.3430672,-6.281217499999999,"St Catherine's Church of Ireland, Thomas St, The Liberties, Dublin 8, D08 DNA7, Ireland","tourist_attraction, point_of_interest, establishment"
The Phoenix Monument,4.5,53.3601194,-6.3258196,"Chesterfield Ave, Castleknock (part of Phoenix Park), Dublin, Ireland","tourist_attraction, point_of_interest, establishment"
James Joyce Centre,4.3,53.3541666,-6.260054999999999,"James Joyce House, 35 N Great George's St, Rotunda, Basement, Co. Dublin, D01 WK44, Ireland","museum, tourist_attraction, point_of_interest, establishment"
Irish Music Wall of Fame,4.4,53.34498989999999,-6.2643016,"Temple Ln S, Temple Bar, Dublin, Ireland","tourist_attraction, point_of_interest, establishment"
Dublin Discovered Boat Tours,4.3,53.3478293,-6.248148899999999,"Sean O'Casey Footbridge, Custom House Quay, North Wall, Dublin 1, Ireland","tourist_attraction, travel_agency, point_of_interest, establishment"
St. Patrick's Tower at The Digital Hub,4.5,53.3439852,-6.2840836,"The Digital Hub, Roe Ln, The Liberties, Dublin, Ireland","tourist_attraction, point_of_interest, establishment"
The Wishing Hand,4.1,53.35095,-6.2579064,"77 Marlborough St, North City, Dublin 1, Ireland","tourist_attraction, point_of_interest, establishment"
National Museum of Ireland-Decorative Arts & History,4.6,53.3489404,-6.2863653,"Collins Barracks, Benburb St, Stoneybatter, Dublin, D07 XKV4, Ireland","tourist_attraction, museum, point_of_interest, establishment"
The Jeanie Johnston: An Irish Famine Story,4.7,53.3478098,-6.2460984,"Custom House Quay, North Wall, Dublin 1, D01 KF84, Ireland","museum, tourist_attraction, point_of_interest, establishment"
Ha'penny Bridge,4.5,53.3463347,-6.263102900000001,"Bachelors Walk, North City, Dublin, Ireland","tourist_attraction, point_of_interest, establishment"
World Poverty Stone,4.5,53.3479863,-6.249372399999999,"North Wall, Dublin, Ireland","tourist_attraction, point_of_interest, establishment"
Phoenix Park Visitor Centre,4.6,53.3661046,-6.330758299999999,"Phoenix Park, Dublin, Ireland","tourist_attraction, travel_agency, point_of_interest, establishment"
Waterfall Iveagh Gardens,4.6,53.3354089,-6.2618513,"2 Stable Ln, Saint Kevin's, Dublin 2, D02 WV58, Ireland","tourist_attraction, point_of_interest, establishment"
Walking Dublin Tours,4.6,53.3396491,-6.2605675,"Fusiliers' Arch, St Stephen's Green, Dublin 2, D02 HX65, Ireland","tourist_attraction, point_of_interest, establishment"
St. Patrick’s Park,4.6,53.3402425,-6.2711649,"Bull Alley St, Dublin, Ireland","park, tourist_attraction, point_of_interest, establishment"
O'Connell Monument,4.4,53.34775819999999,-6.2593421,"O'Connell Street Lower, North City, Dublin 1, D01 TX31, Ireland","tourist_attraction, point_of_interest, establishment"
Wall of Love,4.3,53.3444344,-6.266282599999999,"75 Dame St, Temple Bar, Dublin 2, Ireland","tourist_attraction, point_of_interest, establishment"
The National Wax Museum Plus,4.1,53.3465858,-6.2587875,"The Lafayette Building, 22-25 Westmoreland St, Temple Bar, Dublin 2, D02 EH29, Ireland","museum, tourist_attraction, point_of_interest, establishment"
Street art,3.3,53.338582,-6.2659291,"41 Aungier St, Dublin, D02 T028, Ireland","tourist_attraction, point_of_interest, establishment"
The Famine Memorial,4.7,53.3480473,-6.2500367,"Custom House Quay, North Wall, Dublin, Ireland","tourist_attraction, point_of_interest, establishment"
MoLI – Museum of Literature Ireland,4.6,53.3367903,-6.2601607,"UCD Naughton Joyce Centre, 86 St Stephen's Green, Saint Kevin's, Dublin, D02 XY43, Ireland","museum, tourist_attraction, point_of_interest, establishment"
St. Audoen's Park,4.4,53.3438748,-6.275032299999999,"32 Cook St, Merchants Quay, Dublin, Ireland","park, tourist_attraction, point_of_interest, establishment"
Henry Grattan Monument,4.3,53.34442379999999,-6.259803199999999,"College Green, Dublin, Ireland","tourist_attraction, point_of_interest, establishment"
Experience Gaelic Games,4.9,53.3741025,-6.2631478,"C/o Na Fianna CLG, Mobhi Road, Glasnevin,, Dublin 9, Ireland","tourist_attraction, travel_agency, point_of_interest, establishment"
Garden of Remembrance,4.6,53.3538817,-6.2641429,"Parnell Square E, Rotunda, Dublin 1, D01 A0F8, Ireland","tourist_attraction, park, point_of_interest, establishment"
Stone Upon Stone,5,53.3423314,-6.2837076,"Rainsford St, The Liberties, Dublin, Ireland","tourist_attraction, point_of_interest, establishment"
Oscar Wilde House,4.2,53.3411913,-6.250420699999999,"American College, 1 Merrion Square N, Dublin, D02 NH98, Ireland","tourist_attraction, point_of_interest, establishment"
Dublin Greeters,5,53.3442567,-6.2624242,"Dame St, Dublin, D02 R2V6, Ireland","tourist_attraction, travel_agency, point_of_interest, establishment"
GAA Museum & Tours,4.6,53.3606949,-6.249427499999999,"St Joseph's Ave, Drumcondra, Dublin, D03 P6K7, Ireland","museum, tourist_attraction, point_of_interest, establishment"
Hugh Lane Gallery,4.5,53.354177,-6.2646481,"Charlemont House, Parnell Square N, Rotunda, Dublin 1, D01 F2X9, Ireland","art_gallery, museum, tourist_attraction, point_of_interest, establishment"
Secret Sculpture Garden,5,53.3420934,-6.2564607,"27 Frederick St S, Dublin 2, D02 EP03, Ireland","tourist_attraction, point_of_interest, establishment"
14 Henrietta Street,4.8,53.3524517,-6.270193099999999,"14 Henrietta St, Dublin 1, D01 HH34, Ireland","museum, tourist_attraction, point_of_interest, establishment"
Dalton's Musical History Tour,5,53.34301079999999,-6.2711228,"Dame St, Wood Quay, Dublin, Ireland","tourist_attraction, point_of_interest, establishment"
Papal Cross,4.5,53.3566563,-6.3290634,"Phoenix Park, Dublin, Ireland","tourist_attraction, point_of_interest, establishment"
The Garda Museum,4.5,53.3435504,-6.2662965,"Dublin Castle, Dublin 2, Ireland","museum, tourist_attraction, point_of_interest, establishment"
Galway City Museum,4.4,53.2696822,-9.0536151,"Spanish Parade, Galway, H91 CX5P, Ireland","museum, tourist_attraction, point_of_interest, establishment"
Eyre Square,4.5,53.2743394,-9.0492276,"Eyre Square, Galway, Ireland","park, tourist_attraction, point_of_interest, establishment"
Galway Atlantaquaria,4.3,53.2597897,-9.0741268,"Seapoint Promenade, Galway, H91 T2FD, Ireland","aquarium, tourist_attraction, point_of_interest, establishment"
Spanish Arch,4.2,53.26972170000001,-9.0540085,"2 The Long Walk, Galway, Ireland","tourist_attraction, point_of_interest, establishment"
Galway Cathedral,4.6,53.2751663,-9.0575382,"Gaol Rd, Galway, H91 A780, Ireland","tourist_attraction, church, place_of_worship, point_of_interest, establishment"
Menlo Castle,4.5,53.29656079999999,-9.073505299999999,"Menlo, Co. Galway, Ireland","tourist_attraction, point_of_interest, establishment"
Galway Tourist Train,3.3,53.2741877,-9.0498686,"26 Eyre Square, Galway, Ireland","tourist_attraction, point_of_interest, establishment"
Hall of the Red Earl,4.2,53.2710318,-9.0536165,"Druid Ln, Galway, Ireland","tourist_attraction, point_of_interest, establishment"
Galway Girl Statue,4.2,53.27107609999999,-9.054107,"22 Quay St, Galway, H91 N902, Ireland","tourist_attraction, point_of_interest, establishment"
The Latin Quarter,4.6,53.271546,-9.053700599999999,"22 High St, Galway, H91 VX4E, Ireland","tourist_attraction, point_of_interest, establishment"
Quadrangle,4.8,53.2776991,-9.0620044,"University Rd, Galway, Ireland","tourist_attraction, point_of_interest, establishment"
Merlin Castle,4.2,53.2798323,-8.9980586,"Merlin Woods, Merlin Park,, Galway, Ireland","tourist_attraction, point_of_interest, establishment"
Ladies Beach,4.7,53.2575611,-9.086463499999999,"Ladies Beach,, Salthill, Co. Galway, Ireland","tourist_attraction, point_of_interest, establishment"
The Browne Doorway,3.7,53.274756,-9.049676,"Eyre Square, Galway, Ireland","tourist_attraction, point_of_interest, establishment"
Salmon Weir,4.8,53.27744269999999,-9.055512499999999,"The Weir Lodge, Earls Island, Galway, Ireland","tourist_attraction, point_of_interest, establishment"
Galways Westend,4.7,53.2701031,-9.0580834,"Galways Westend, 58 Dominick St Lower, Galway, H91 T2P3, Ireland","tourist_attraction, point_of_interest, establishment"
Salthill Prom,4.7,53.2575513,-9.0869922,"Unnamed Road, Co. Galway, Ireland","park, point_of_interest, establishment"
Merlin Park Woods,4.4,53.2801813,-8.991773100000001,"City Park, Merlin Woods, Doughiska Rd, Galway, Ireland","zoo, tourist_attraction, park, point_of_interest, establishment"
Quincentennial Fountain,4.4,53.2747095,-9.0494182,"36-40 Eyre Square, Galway, H91 F882, Ireland","tourist_attraction, point_of_interest, establishment"
Aran Island Ferries,4.4,53.27533159999999,-9.046392899999999,"First Floor, Forster St, Galway, H91 FXA6, Ireland","tourist_attraction, point_of_interest, establishment"
Aughnanure Castle,4.5,53.418783,-9.2757515,"Aughnanure, Oughterard, Co. Galway, H91 PX20, Ireland","tourist_attraction, point_of_interest, establishment"
Barna Woods,4.7,53.25828139999999,-9.1320178,"Cappagh Rd, Galway, Ireland","tourist_attraction, park, point_of_interest, establishment"
Aasleagh Falls,4.5,53.61960449999999,-9.6705825,"River, Erriff, Co. Mayo, Ireland","tourist_attraction, point_of_interest, establishment"
Galway Girl Cruises,5,53.269589,-9.047153999999999,"7X93+W4, Galway, Ireland","tourist_attraction, point_of_interest, establishment"
Connemara National Park,4.8,53.5402214,-9.8829805,"Letterfrack, Co. Galway, Ireland","tourist_attraction, park, point_of_interest, establishment"
Quiet Man Bridge,4.4,53.4269131,-9.4228001,"Recess, Co. Galway, Ireland","tourist_attraction, point_of_interest, establishment"
Wild Atlantic Workshop & Katie's Claddagh Cottage,4.3,53.26642409999999,-9.0574136,"Fairhill Rd Upper, The Claddagh, Galway, H91 AY80, Ireland","tourist_attraction, point_of_interest, establishment"
City Sightseeing Galway - Hop-On Hop-Off Open-Top Bus Tours,4.5,53.2745241,-9.0499384,"Explore Galway Kiosk, Eyre Square, Galway, Ireland","tourist_attraction, travel_agency, point_of_interest, establishment"
Statue of Oscar Wilde and Eduard Vilde,4.3,53.2737389,-9.0515528,"43 William St, Galway, H91 K6PN, Ireland","tourist_attraction, point_of_interest, establishment"
Aillwee Burren Experience,4.5,53.0891282,-9.143667400000002,"Ballycahill, Ballyvaughan, Co. Clare, Ireland","tourist_attraction, point_of_interest, establishment"
Terryland Castle,3.8,53.2831443,-9.0595422,"Terryland, Galway, Ireland","tourist_attraction, point_of_interest, establishment"
Claregalway Castle,4.7,53.3464444,-8.9414891,"Claregalway, Co. Galway, Ireland","tourist_attraction, point_of_interest, establishment"
"Seattle Stone, Galway",4.8,53.2705943,-9.0543728,"5 Quay Ln, Galway, Ireland","tourist_attraction, point_of_interest, establishment"
Wolfe Tone Bridge,4.5,53.2701498,-9.055485,"Father Griffin Rd, Galway, Ireland","tourist_attraction, point_of_interest, establishment"
The River Corrib Spill Rainbow,5,53.2711976,-9.055570099999999,"The Waterfront, Bridge St, Galway, Ireland","tourist_attraction, point_of_interest, establishment"
Brigit's Garden & Café,4.6,53.3852627,-9.2124759,"Pollagh, Rosscahill, Co. Galway, H91 CC90, Ireland","tourist_attraction, cafe, park, food, point_of_interest, store, establishment"
Lynch Memorial Window,4.1,53.2730763,-9.053887,"12-13 Market St, Galway, H91 F660, Ireland","museum, point_of_interest, establishment"
Galway Tourism,5,53.258878,-9.107374499999999,"Gentian Hill House, Gentian Hill, Knocknacarra, Galway, Ireland","health, point_of_interest, establishment"
Legend of the Claddagh Ring,4.5,53.272461,-9.0533643,"26 Shop St, Galway, H91 E653, Ireland","tourist_attraction, museum, travel_agency, point_of_interest, establishment"
Salmon Weir Bridge,4.6,53.2755445,-9.0561535,"University Rd, Galway, Ireland","tourist_attraction, point_of_interest, establishment"
Water Station,5,53.2701842,-9.057794999999999,"Dominick St Upper, Galway, Ireland","tourist_attraction, point_of_interest, establishment"
Celia Griffin Memorial Park,4.4,53.2630365,-9.0640248,"Grattan Rd, Galway, Ireland","tourist_attraction, park, point_of_interest, establishment"
Wild Atlantic Way Discovery Point @Trá na gCeann,4.6,53.2513049,-9.1264703,"7V2F+GC, Galway, Ireland","tourist_attraction, point_of_interest, establishment"
Cappagh Park,4.6,53.2647071,-9.129994,"Cappagh Rd, Galway, Ireland","park, tourist_attraction, point_of_interest, establishment"
Western Tours and Tales,0,53.2738648,-9.0065897,"Lurgan Park, Renmore, Galway, Ireland","tourist_attraction, point_of_interest, establishment"
"Lally Tours - Day Tours, City Tours and Extended Tours along the West Coast of Ireland",4.9,53.2745302,-9.0499484,"Explore Galway Kiosk, Eyre Square, Galway, Ireland","tourist_attraction, travel_agency, point_of_interest, establishment"
Great Escape Rooms,4.8,53.273901,-9.053383199999999,"The Great Escape Rooms, 27 Abbeygate Street Upper, Galway, H91 TN66, Ireland","tourist_attraction, point_of_interest, establishment"
Nora Barnacle's House,4.8,53.2730262,-9.0546255,"8 Bowling Green, Galway, H91 Y9X8, Ireland","tourist_attraction, point_of_interest, establishment"
Salthill Lucky Kick The Wall,5,53.25728609999999,-9.0917762,"Ocean Towers, 33 Upper Salthill Rd, Galway, Ireland","tourist_attraction, point_of_interest, establishment"
Galway Christmas Market,3.8,53.2745555,-9.049420999999999,"Eyre Square, Galway, Ireland","tourist_attraction, point_of_interest, establishment"
Terryland Forest Park,3.9,53.2880501,-9.0354636,"Newcastle Rd, Galway, Ireland","park, tourist_attraction, point_of_interest, establishment"
Martin Tea-House Folly,4.5,53.2942142,-9.072228599999999,"N.U.I,, Dangan, Galway, Ireland","tourist_attraction, point_of_interest, establishment"
Aran Island Ferries Departure Point,4.2,53.2690969,-9.045672099999999,"Galway, H91 PD37, Ireland","tourist_attraction, point_of_interest, establishment"
Salmon the Crane Guard,0,53.2700359,-9.0604523,"Galway, Ireland","tourist_attraction, point_of_interest, establishment"
Bubble Metropolis,0,53.2708459,-9.0571307,"Dominick St Lower, Galway, Ireland","tourist_attraction, point_of_interest, establishment"
Circle of Life Commemorative Garden,4.8,53.2581475,-9.08617,"Galway, Ireland","park, point_of_interest, establishment"
Dolmen,5,53.2866108,-9.0448648,"Headford Rd, Galway, Ireland","tourist_attraction, point_of_interest, establishment"
Rinville Park,4.8,53.2461236,-8.961003999999999,"Rinville West, Co. Galway, Ireland","tourist_attraction, parking, point_of_interest, establishment"
Millennium Children's Park and Playground,4.5,53.2759404,-9.0597183,"University Rd, Galway, Ireland","park, tourist_attraction, point_of_interest, establishment"
Galway Arts Centre,4.3,53.2709298,-9.0571986,"47 Dominick St Lower, Galway, H91 X0AP, Ireland","art_gallery, tourist_attraction, point_of_interest, establishment"
Fitzgerald Park,4.7,51.896286,-8.4958944,"Mardyke, Cork, Ireland","park, tourist_attraction, point_of_interest, establishment"
Blackrock Castle Observatory,4.4,51.8999035,-8.4026982,"Castle Rd, Blackrock, Cork, Ireland","tourist_attraction, point_of_interest, establishment"
Blarney Castle & Gardens,4.7,51.9290922,-8.570884699999999,"Blarney, Cork, Ireland","tourist_attraction, park, point_of_interest, establishment"
Blarney Stone,4.6,51.9290491,-8.5709865,"Blarney, Cork, T23 Y598, Ireland","tourist_attraction, point_of_interest, establishment"
Elizabeth Fort,4.4,51.8944667,-8.4775449,"Barrack St, The Lough, Cork, T12 C8A0, Ireland","tourist_attraction, point_of_interest, establishment"
Cork City Gaol,4.6,51.8994495,-8.4990008,"Convent Ave, Sunday's Well, Cork, Ireland","tourist_attraction, museum, point_of_interest, establishment"
The English Market,4.6,51.8976605,-8.4749492,"Grand Parade, Centre, Cork, Ireland","tourist_attraction, grocery_or_supermarket, food, point_of_interest, store, establishment"
Cork Public Museum,4.5,51.8961348,-8.4943128,"Fitzgerald Park, Mardyke, Cork, T12 V0AA, Ireland","museum, tourist_attraction, point_of_interest, establishment"
Cork Ghost Tour,5,51.90006589999999,-8.4725565,"Emmett Pl, Centre, Cork, Ireland","tourist_attraction, travel_agency, point_of_interest, establishment"
Saint Fin Barre's Cathedral,4.5,51.8943395,-8.4808249,"Bishop St, The Lough, Cork, Ireland","tourist_attraction, church, place_of_worship, point_of_interest, establishment"
Shandon Bells & Tower St Anne's Church,4.5,51.9032243,-8.4758947,"Church St, Shandon, Cork, Ireland","tourist_attraction, church, place_of_worship, point_of_interest, establishment"
The Butter Museum,4.1,51.9027482,-8.4766748,"O'Connell Square, Shandon, Cork, Ireland","museum, tourist_attraction, point_of_interest, establishment"
Red Abbey Tower,4.1,51.8940803,-8.4723037,"Red Abbey St, Ballintemple, Cork, Ireland","tourist_attraction, point_of_interest, establishment"
The Atlantic Pond,4.5,51.9000379,-8.4315572,"Atlantic Pond, Ballintemple, Cork, Ireland","tourist_attraction, park, point_of_interest, establishment"
Old Cork Waterworks Experience,4.6,51.8952547,-8.5093608,"Lee Rd, Sunday's Well, Cork, T23 N828, Ireland","tourist_attraction, cafe, museum, travel_agency, food, point_of_interest, store, establishment"
National Monument - Cork,4.5,51.8960944,-8.4745872,"48 Grand Parade, Centre, Cork, T12 PY86, Ireland","tourist_attraction, point_of_interest, establishment"
Nano Nagle Place,4.7,51.8937971,-8.4732998,"Nano Nagle Place, Douglas St, Cork, T12 X70A, Ireland","cafe, book_store, museum, park, food, point_of_interest, store, establishment"
Daly's Bridge (The Shakey Bridge),4.6,51.8965862,-8.4992284,"River Lee, Ireland","tourist_attraction, point_of_interest, establishment"
Patrick's Hill,4.5,51.9037479,-8.4697566,"Ardpatrick, Apartment 7, St Patrick's Hill, Cork, Ireland","tourist_attraction, point_of_interest, establishment"
The Coal Quay,4.5,51.8997839,-8.4769258,"Cornmarket St, Centre, Cork, Ireland","tourist_attraction, point_of_interest, establishment"
The Glucksman,4.3,51.8948022,-8.4904022,"University College Cork, University College, Cork, T12 N1FK, Ireland","tourist_attraction, museum, store, point_of_interest, establishment"
Historic Buildings of Pope's Quay,3.3,51.9016945,-8.477497399999999,"19 Popes Quay, Shandon, Cork, T23 PXV5, Ireland","tourist_attraction, point_of_interest, establishment"
Blarney Castle & Gardens(Gairdíní Chaisleán na Blarnan),4.6,51.93131589999999,-8.568492299999999,"Blarney, Cork, T23 Y598, Ireland","tourist_attraction, park, point_of_interest, establishment"
Cork City Tours,4.2,51.8965258,-8.474713,"Centre, Cork, Ireland","tourist_attraction, travel_agency, point_of_interest, establishment"
Rock Close,4.7,51.9283939,-8.567889599999999,"Ballygrohan,, Cork, Ireland","museum, tourist_attraction, point_of_interest, establishment"
Stone to The Memory of All Lost in Water Tragedies,0,51.8961011,-8.4977092,"Mardyke, Cork, Ireland","tourist_attraction, point_of_interest, establishment"
CityTrees,1.7,51.89692840000001,-8.4751126,"Centre, Cork, Ireland","tourist_attraction, point_of_interest, establishment"
St Patrick's Bridge,4.5,51.9006213,-8.4703752,"St Patrick's Bridge, Centre, Cork, Ireland","tourist_attraction, point_of_interest, establishment"
Fine Sign,5,51.8997726,-8.4752624,"2 St Paul's Ave, Centre, Cork, Ireland","tourist_attraction, point_of_interest, establishment"
Berwick Fountain,4.3,51.8970749,-8.4750144,"Grand Parade, Centre, Cork, Ireland","tourist_attraction, point_of_interest, establishment"
The Lough Trail(Cosán an Locha),4.8,51.8858286,-8.4880974,"5A Glendalough Park, The Lough, Cork, Ireland","tourist_attraction, point_of_interest, establishment"
Rumley's Open Farm,4.1,51.8348338,-8.5365006,"Liberty HIll, Ballynagrumoolia, Waterfall, Co. Cork, Ireland","tourist_attraction, point_of_interest, establishment"
Father Mathew Statue,4.4,51.9000675,-8.4705488,"St Patrick's St, Centre, Cork, Ireland","tourist_attraction, point_of_interest, establishment"
Boardwalk Lapps Quay,0,51.8985608,-8.4645108,"Centre, Cork, Ireland","tourist_attraction, point_of_interest, establishment"
Anglesea Street Mural,4.3,51.8942491,-8.465307899999999,"11 Anglesea St, Ballintemple, Cork, T12 CYR8, Ireland","tourist_attraction, point_of_interest, establishment"
Spike Island Tours Cobh,4.7,51.8497819,-8.2938017,"Kennedy pier, Kilgarvan, Cobh, Co. Cork, Ireland","tourist_attraction, museum, park, point_of_interest, establishment"
Collins Barracks Military Museum,4.7,51.9069929,-8.4622305,"Collins Barracks Old Gate, Old Youghal Rd, Montenotte, Cork, Ireland","tourist_attraction, museum, point_of_interest, establishment"
Witch’s Yew Tree,5,51.9291069,-8.567751099999999,"Ballygrohan, Cork, Ireland","tourist_attraction, point_of_interest, establishment"
Father Mathew Memorial Fountain,4.6,51.8961055,-8.4940699,"Fitzgerald Park, Mardyke Walk, Mardyke, Cork, Ireland","tourist_attraction, point_of_interest, establishment"
Christy Ring monument,5,51.8498045,-8.488962899999999,"RGX6+W7, Lehenagh More, Cork, Ireland","tourist_attraction, point_of_interest, establishment"
Cork Airport Viewing Area,5,51.8312915,-8.4886672,"Cork, Ireland","tourist_attraction, point_of_interest, establishment"
Top of the World Five County View,3.8,51.8472375,-8.5490781,"RFW2+V9V, Ballinvrinsig, Waterfall, Co. Cork, Ireland","tourist_attraction, point_of_interest, establishment"
Maryborough House,4.6,51.8739461,-8.4210535,"Maryborough, Cork, Ireland","tourist_attraction, point_of_interest, establishment"
Irish Independence Memorial Portrait,5,51.90009269999999,-8.477300999999999,"Kyle St, Centre, Cork, Ireland","tourist_attraction, point_of_interest, establishment"
The Seven Sisters,5,51.9295135,-8.567310599999999,"Blarney, Cork, Ireland","tourist_attraction, point_of_interest, establishment"
Girl Dancer by Oisin Kelly,5,51.8963179,-8.4937312,"Fitzgerald Park, Mardyke Walk, Mardyke, Cork, Ireland","tourist_attraction, point_of_interest, establishment"
Crawford Art Gallery,4.5,51.899862,-8.473284,"1 Emmett Pl, Centre, Cork, T12 YHN7, Ireland","art_gallery, tourist_attraction, point_of_interest, establishment"
Claire Prouvost Mural,0,51.9017932,-8.4789317,"6 Popes Quay, Shandon, Cork, T23 EC43, Ireland","tourist_attraction, point_of_interest, establishment"
The Glen River Park(Páirc Abhainn an Ghleanna),4.3,51.91318649999999,-8.465828799999999,"The Glen, Cork, Ireland","park, tourist_attraction, point_of_interest, establishment"
"Cathedral of St Mary & St Anne, Shandon",4.5,51.9047034,-8.4762161,"Cathedral St, Shandon, Cork, Ireland","tourist_attraction, church, place_of_worship, point_of_interest, establishment"
Regional Park Ballincollig,4.8,51.8894516,-8.6208099,"Ballincollig, Co. Cork, Ireland","park, tourist_attraction, point_of_interest, establishment"
Tramore Valley Park Cuddly Toy Heaven Walk,4,51.87797339999999,-8.4628918,"Mick Barry Rd, Ballinlough, Cork, Ireland","tourist_attraction, point_of_interest, establishment"
Bishopstown House Ruins c.1726,0,51.87964040000001,-8.5366842,"Bishopstown, Cork, Ireland","tourist_attraction, point_of_interest, establishment"
Camden Fort Meagher,4.6,51.8094441,-8.2789997,"Camden Lane, Crosshavenhill, Crosshaven, Co. Cork, P43 WY82, Ireland","cafe, museum, tourist_attraction, food, point_of_interest, establishment"
Irish cottage,0,51.8798951,-8.4576689,"Carrolls Bog, 32 S Douglas Rd, Greenhills Estate, Ballinlough, Cork, T12 PC6Y, Ireland","tourist_attraction, point_of_interest, establishment"
Rory Gallagher Memorial Sculpture,4.2,51.899428,-8.474654,"8 Paul St, Centre, Cork, T12 AYP5, Ireland","tourist_attraction, point_of_interest, establishment"
